"","kgf","s","nome"
"15278",3.09091,42.4,"BAT4"
"15279",3.09091,42.5,"BAT4"
"15280",3.12121,42.6,"BAT4"
"15281",3.15152,42.7,"BAT4"
"15282",3.15152,42.8,"BAT4"
"15283",3.18182,42.9,"BAT4"
"15284",3.21212,43,"BAT4"
"15285",3.21212,43.1,"BAT4"
"15286",3.24242,43.2,"BAT4"
"15287",3.27273,43.3,"BAT4"
"15288",3.27273,43.4,"BAT4"
"15289",3.30303,43.5,"BAT4"
"15290",3.33333,43.6,"BAT4"
"15291",3.33333,43.7,"BAT4"
"15292",3.36364,43.8,"BAT4"
"15293",3.39394,43.9,"BAT4"
"15294",3.39394,44,"BAT4"
"15295",3.42424,44.1,"BAT4"
"15296",3.42424,44.2,"BAT4"
"15297",3.45455,44.3,"BAT4"
"15298",3.48485,44.4,"BAT4"
"15299",3.48485,44.5,"BAT4"
"15300",3.51515,44.6,"BAT4"
"15301",3.51515,44.7,"BAT4"
"15302",3.54545,44.8,"BAT4"
"15303",3.57576,44.9,"BAT4"
"15304",3.57576,45,"BAT4"
"15305",3.60606,45.1,"BAT4"
"15306",3.60606,45.2,"BAT4"
"15307",3.63636,45.3,"BAT4"
"15308",3.63636,45.4,"BAT4"
"15309",3.66667,45.5,"BAT4"
"15310",3.69697,45.6,"BAT4"
"15311",3.69697,45.7,"BAT4"
"15312",3.72727,45.8,"BAT4"
"15313",3.75758,45.9,"BAT4"
"15314",3.75758,46,"BAT4"
"15315",3.78788,46.1,"BAT4"
"15316",3.81818,46.2,"BAT4"
"15317",3.84848,46.3,"BAT4"
"15318",3.84848,46.4,"BAT4"
"15319",3.87879,46.5,"BAT4"
"15320",3.87879,46.6,"BAT4"
"15321",3.90909,46.7,"BAT4"
"15322",3.93939,46.8,"BAT4"
"15323",3.93939,46.9,"BAT4"
"15324",3.9697,47,"BAT4"
"15325",4,47.1,"BAT4"
"15326",4,47.2,"BAT4"
"15327",4.0303,47.3,"BAT4"
"15328",4.06061,47.4,"BAT4"
"15329",4.09091,47.5,"BAT4"
"15330",4.09091,47.6,"BAT4"
"15331",4.12121,47.7,"BAT4"
"15332",4.15152,47.8,"BAT4"
"15333",4.18182,47.9,"BAT4"
"15334",4.18182,48,"BAT4"
"15335",4.21212,48.1,"BAT4"
"15336",4.21212,48.2,"BAT4"
"15337",4.24242,48.3,"BAT4"
"15338",4.27273,48.4,"BAT4"
"15339",4.30303,48.5,"BAT4"
"15340",4.33333,48.6,"BAT4"
"15341",4.33333,48.7,"BAT4"
"15342",4.36364,48.8,"BAT4"
"15343",4.39394,48.9,"BAT4"
"15344",4.39394,49,"BAT4"
"15345",4.42424,49.1,"BAT4"
"15346",4.42424,49.2,"BAT4"
"15347",4.45455,49.3,"BAT4"
"15348",4.48485,49.4,"BAT4"
"15349",4.51515,49.5,"BAT4"
"15350",4.51515,49.6,"BAT4"
"15351",4.54545,49.7,"BAT4"
"15352",4.57576,49.8,"BAT4"
"15353",4.57576,49.9,"BAT4"
"15354",4.60606,50,"BAT4"
"15355",4.63636,50.1,"BAT4"
"15356",4.63636,50.2,"BAT4"
"15357",4.66667,50.3,"BAT4"
"15358",4.69697,50.4,"BAT4"
"15359",4.72727,50.5,"BAT4"
"15360",4.72727,50.6,"BAT4"
"15361",4.75758,50.7,"BAT4"
"15362",4.75758,50.8,"BAT4"
"15363",4.78788,50.9,"BAT4"
"15364",4.81818,51,"BAT4"
"15365",4.84848,51.1,"BAT4"
"15366",4.87879,51.2,"BAT4"
"15367",4.87879,51.3,"BAT4"
"15368",4.90909,51.4,"BAT4"
"15369",4.93939,51.5,"BAT4"
"15370",4.93939,51.6,"BAT4"
"15371",4.9697,51.7,"BAT4"
"15372",5,51.8,"BAT4"
"15373",5,51.9,"BAT4"
"15374",5.0303,52,"BAT4"
"15375",5.06061,52.1,"BAT4"
"15376",5.06061,52.2,"BAT4"
"15377",5.09091,52.3,"BAT4"
"15378",5.12121,52.4,"BAT4"
"15379",5.12121,52.5,"BAT4"
"15380",5.15152,52.6,"BAT4"
"15381",5.18182,52.7,"BAT4"
"15382",5.18182,52.8,"BAT4"
"15383",5.21212,52.9,"BAT4"
"15384",5.24242,53,"BAT4"
"15385",5.24242,53.1,"BAT4"
"15386",5.27273,53.2,"BAT4"
"15387",5.30303,53.3,"BAT4"
"15388",5.30303,53.4,"BAT4"
"15389",5.33333,53.5,"BAT4"
"15390",5.33333,53.6,"BAT4"
"15391",5.36364,53.7,"BAT4"
"15392",5.39394,53.8,"BAT4"
"15393",5.42424,53.9,"BAT4"
"15394",5.45455,54,"BAT4"
"15395",5.45455,54.1,"BAT4"
"15396",5.48485,54.2,"BAT4"
"15397",5.48485,54.3,"BAT4"
"15398",5.48485,54.4,"BAT4"
"15399",5.51515,54.5,"BAT4"
"15400",5.51515,54.6,"BAT4"
"15401",5.54545,54.7,"BAT4"
"15402",5.57576,54.8,"BAT4"
"15403",5.60606,54.9,"BAT4"
"15404",5.63636,55,"BAT4"
"15405",5.66667,55.1,"BAT4"
"15406",5.66667,55.2,"BAT4"
"15407",5.69697,55.3,"BAT4"
"15408",5.72727,55.4,"BAT4"
"15409",5.75758,55.5,"BAT4"
"15410",5.75758,55.6,"BAT4"
"15411",5.78788,55.7,"BAT4"
"15412",5.81818,55.8,"BAT4"
"15413",5.81818,55.9,"BAT4"
"15414",5.84848,56,"BAT4"
"15415",5.87879,56.1,"BAT4"
"15416",5.87879,56.2,"BAT4"
"15417",5.90909,56.3,"BAT4"
"15418",5.93939,56.4,"BAT4"
"15419",5.9697,56.5,"BAT4"
"15420",5.9697,56.6,"BAT4"
"15421",6,56.7,"BAT4"
"15422",6.0303,56.8,"BAT4"
"15423",6.0303,56.9,"BAT4"
"15424",6.06061,57,"BAT4"
"15425",6.09091,57.1,"BAT4"
"15426",6.09091,57.2,"BAT4"
"15427",6.12121,57.3,"BAT4"
"15428",6.15152,57.4,"BAT4"
"15429",6.18182,57.5,"BAT4"
"15430",6.18182,57.6,"BAT4"
"15431",6.21212,57.7,"BAT4"
"15432",6.24242,57.8,"BAT4"
"15433",6.24242,57.9,"BAT4"
"15434",6.27273,58,"BAT4"
"15435",6.30303,58.1,"BAT4"
"15436",6.33333,58.2,"BAT4"
"15437",6.33333,58.3,"BAT4"
"15438",6.36364,58.4,"BAT4"
"15439",6.39394,58.5,"BAT4"
"15440",6.42424,58.6,"BAT4"
"15441",6.45455,58.7,"BAT4"
"15442",6.45455,58.8,"BAT4"
"15443",6.48485,58.9,"BAT4"
"15444",6.51515,59,"BAT4"
"15445",6.54545,59.1,"BAT4"
"15446",6.54545,59.2,"BAT4"
"15447",6.57576,59.3,"BAT4"
"15448",6.60606,59.4,"BAT4"
"15449",6.60606,59.5,"BAT4"
"15450",6.63636,59.6,"BAT4"
"15451",6.63636,59.7,"BAT4"
"15452",6.66667,59.8,"BAT4"
"15453",6.69697,59.9,"BAT4"
"15454",6.72727,60,"BAT4"
"15455",6.72727,60.1,"BAT4"
"15456",6.75758,60.2,"BAT4"
"15457",6.78788,60.3,"BAT4"
"15458",6.78788,60.4,"BAT4"
"15459",6.81818,60.5,"BAT4"
"15460",6.84848,60.6,"BAT4"
"15461",6.84848,60.7,"BAT4"
"15462",6.87879,60.8,"BAT4"
"15463",6.90909,60.9,"BAT4"
"15464",6.93939,61,"BAT4"
"15465",6.93939,61.1,"BAT4"
"15466",6.93939,61.2,"BAT4"
"15467",6.9697,61.3,"BAT4"
"15468",7,61.4,"BAT4"
"15469",7.0297,61.5,"BAT4"
"15470",7.0297,61.6,"BAT4"
"15471",7.05941,61.7,"BAT4"
"15472",7.08911,61.8,"BAT4"
"15473",7.08911,61.9,"BAT4"
"15474",7.11881,62,"BAT4"
"15475",7.14851,62.1,"BAT4"
"15476",7.17822,62.2,"BAT4"
"15477",7.17822,62.3,"BAT4"
"15478",7.20792,62.4,"BAT4"
"15479",7.20792,62.5,"BAT4"
"15480",7.23762,62.6,"BAT4"
"15481",7.26733,62.7,"BAT4"
"15482",7.29703,62.8,"BAT4"
"15483",7.29703,62.9,"BAT4"
"15484",7.32673,63,"BAT4"
"15485",7.35644,63.1,"BAT4"
"15486",7.35644,63.2,"BAT4"
"15487",7.38614,63.3,"BAT4"
"15488",7.41584,63.4,"BAT4"
"15489",7.41584,63.5,"BAT4"
"15490",7.44554,63.6,"BAT4"
"15491",7.47525,63.7,"BAT4"
"15492",7.50495,63.8,"BAT4"
"15493",7.50495,63.9,"BAT4"
"15494",7.53465,64,"BAT4"
"15495",7.53465,64.1,"BAT4"
"15496",7.56436,64.2,"BAT4"
"15497",7.59406,64.3,"BAT4"
"15498",7.59406,64.4,"BAT4"
"15499",7.62376,64.5,"BAT4"
"15500",7.65347,64.6,"BAT4"
"15501",7.65347,64.7,"BAT4"
"15502",7.68317,64.8,"BAT4"
"15503",7.71287,64.9,"BAT4"
"15504",7.74257,65,"BAT4"
"15505",7.74257,65.1,"BAT4"
"15506",7.77228,65.2,"BAT4"
"15507",7.80198,65.3,"BAT4"
"15508",7.80198,65.4,"BAT4"
"15509",7.83168,65.5,"BAT4"
"15510",7.86139,65.6,"BAT4"
"15511",7.89109,65.7,"BAT4"
"15512",7.89109,65.8,"BAT4"
"15513",7.92079,65.9,"BAT4"
"15514",7.95049,66,"BAT4"
"15515",7.95049,66.1,"BAT4"
"15516",7.9802,66.2,"BAT4"
"15517",8.0099,66.3,"BAT4"
"15518",8.0099,66.4,"BAT4"
"15519",8.0396,66.5,"BAT4"
"15520",8.0396,66.6,"BAT4"
"15521",8.06931,66.7,"BAT4"
"15522",8.06931,66.8,"BAT4"
"15523",8.09901,66.9,"BAT4"
"15524",8.12871,67,"BAT4"
"15525",8.12871,67.1,"BAT4"
"15526",8.15842,67.2,"BAT4"
"15527",8.18812,67.3,"BAT4"
"15528",8.18812,67.4,"BAT4"
"15529",8.21782,67.5,"BAT4"
"15530",8.21782,67.6,"BAT4"
"15531",8.24753,67.7,"BAT4"
"15532",8.24753,67.8,"BAT4"
"15533",8.27723,67.9,"BAT4"
"15534",8.27723,68,"BAT4"
"15535",8.30693,68.1,"BAT4"
"15536",8.33663,68.2,"BAT4"
"15537",8.33663,68.3,"BAT4"
"15538",8.36634,68.4,"BAT4"
"15539",8.36634,68.5,"BAT4"
"15540",8.39604,68.6,"BAT4"
"15541",8.42574,68.7,"BAT4"
"15542",8.42574,68.8,"BAT4"
"15543",8.45545,68.9,"BAT4"
"15544",8.48515,69,"BAT4"
"15545",8.48515,69.1,"BAT4"
"15546",8.48515,69.2,"BAT4"
"15547",8.51485,69.3,"BAT4"
"15548",8.54455,69.4,"BAT4"
"15549",8.54455,69.5,"BAT4"
"15550",8.57426,69.6,"BAT4"
"15551",8.57426,69.7,"BAT4"
"15552",8.60396,69.8,"BAT4"
"15553",8.63366,69.9,"BAT4"
"15554",8.63366,70,"BAT4"
"15555",8.66337,70.1,"BAT4"
"15556",8.66337,70.2,"BAT4"
"15557",8.69307,70.3,"BAT4"
"15558",8.72277,70.4,"BAT4"
"15559",8.72277,70.5,"BAT4"
"15560",8.75247,70.6,"BAT4"
"15561",8.75247,70.7,"BAT4"
"15562",8.78218,70.8,"BAT4"
"15563",8.78218,70.9,"BAT4"
"15564",8.81188,71,"BAT4"
"15565",8.81188,71.1,"BAT4"
"15566",8.81188,71.2,"BAT4"
"15567",8.84158,71.3,"BAT4"
"15568",8.84158,71.4,"BAT4"
"15569",8.87129,71.5,"BAT4"
"15570",8.87129,71.6,"BAT4"
"15571",8.90099,71.7,"BAT4"
"15572",8.90099,71.8,"BAT4"
"15573",8.93069,71.9,"BAT4"
"15574",8.93069,72,"BAT4"
"15575",8.93069,72.1,"BAT4"
"15576",8.9604,72.2,"BAT4"
"15577",8.9604,72.3,"BAT4"
"15578",8.9901,72.4,"BAT4"
"15579",9.0198,72.5,"BAT4"
"15580",9.0198,72.6,"BAT4"
"15581",9.0495,72.7,"BAT4"
"15582",9.0495,72.8,"BAT4"
"15583",9.0495,72.9,"BAT4"
"15584",9.0495,73,"BAT4"
"15585",9.07921,73.1,"BAT4"
"15586",9.07921,73.2,"BAT4"
"15587",9.10891,73.3,"BAT4"
"15588",9.10891,73.4,"BAT4"
"15589",9.10891,73.5,"BAT4"
"15590",9.13861,73.6,"BAT4"
"15591",8.9604,73.7,"BAT4"
"15592",8.84158,73.8,"BAT4"
"15593",8.81188,73.9,"BAT4"
"15594",8.81188,74,"BAT4"
"15595",8.81188,74.1,"BAT4"
"15596",8.81188,74.2,"BAT4"
"15597",8.81188,74.3,"BAT4"
"15598",8.81188,74.4,"BAT4"
"15599",8.78218,74.5,"BAT4"
"15600",5,5,"BAT5"
"15601",0.09091,0,"BAT5"
"15602",0.09091,0.1,"BAT5"
"15603",0.12121,0.2,"BAT5"
"15604",0.09091,0.3,"BAT5"
"15605",0.09091,0.4,"BAT5"
"15606",0.09091,0.5,"BAT5"
"15607",0.09091,0.6,"BAT5"
"15608",0.09091,0.7,"BAT5"
"15609",0.09091,0.8,"BAT5"
"15610",0.09091,0.9,"BAT5"
"15611",0.09091,1,"BAT5"
"15612",0.09091,1.1,"BAT5"
"15613",0.09091,1.2,"BAT5"
"15614",0.09091,1.3,"BAT5"
"15615",0.09091,1.4,"BAT5"
"15616",0.12121,1.5,"BAT5"
"15617",0.12121,1.6,"BAT5"
"15618",0.12121,1.7,"BAT5"
"15619",0.12121,1.8,"BAT5"
"15620",0.12121,1.9,"BAT5"
"15621",0.12121,2,"BAT5"
"15622",0.15152,2.1,"BAT5"
"15623",0.15152,2.2,"BAT5"
"15624",0.15152,2.3,"BAT5"
"15625",0.15152,2.4,"BAT5"
"15626",0.18182,2.5,"BAT5"
"15627",0.18182,2.6,"BAT5"
"15628",0.18182,2.7,"BAT5"
"15629",0.18182,2.8,"BAT5"
"15630",0.21212,2.9,"BAT5"
"15631",0.21212,3,"BAT5"
"15632",0.21212,3.1,"BAT5"
"15633",0.21212,3.2,"BAT5"
"15634",0.24242,3.3,"BAT5"
"15635",0.24242,3.4,"BAT5"
"15636",0.24242,3.5,"BAT5"
"15637",0.24242,3.6,"BAT5"
"15638",0.27273,3.7,"BAT5"
"15639",0.27273,3.8,"BAT5"
"15640",0.27273,3.9,"BAT5"
"15641",0.30303,4,"BAT5"
"15642",0.30303,4.1,"BAT5"
"15643",0.30303,4.2,"BAT5"
"15644",0.30303,4.3,"BAT5"
"15645",0.33333,4.4,"BAT5"
"15646",0.33333,4.5,"BAT5"
"15647",0.36364,4.6,"BAT5"
"15648",0.36364,4.7,"BAT5"
"15649",0.36364,4.8,"BAT5"
"15650",0.39394,4.9,"BAT5"
"15651",0.39394,5,"BAT5"
"15652",0.39394,5.1,"BAT5"
"15653",0.42424,5.2,"BAT5"
"15654",0.42424,5.3,"BAT5"
"15655",0.42424,5.4,"BAT5"
"15656",0.45455,5.5,"BAT5"
"15657",0.45455,5.6,"BAT5"
"15658",0.48485,5.7,"BAT5"
"15659",0.48485,5.8,"BAT5"
"15660",0.51515,5.9,"BAT5"
"15661",0.51515,6,"BAT5"
"15662",0.54545,6.1,"BAT5"
"15663",0.54545,6.2,"BAT5"
"15664",0.57576,6.3,"BAT5"
"15665",0.57576,6.4,"BAT5"
"15666",0.60606,6.5,"BAT5"
"15667",0.60606,6.6,"BAT5"
"15668",0.63636,6.7,"BAT5"
"15669",0.66667,6.8,"BAT5"
"15670",0.66667,6.9,"BAT5"
"15671",0.69697,7,"BAT5"
"15672",0.69697,7.1,"BAT5"
"15673",0.72727,7.2,"BAT5"
"15674",0.75758,7.3,"BAT5"
"15675",0.75758,7.4,"BAT5"
"15676",0.78788,7.5,"BAT5"
"15677",0.78788,7.6,"BAT5"
"15678",0.81818,7.7,"BAT5"
"15679",0.84848,7.8,"BAT5"
"15680",0.84848,7.9,"BAT5"
"15681",0.87879,8,"BAT5"
"15682",0.90909,8.1,"BAT5"
"15683",0.90909,8.2,"BAT5"
"15684",0.93939,8.3,"BAT5"
"15685",0.9697,8.4,"BAT5"
"15686",0.9697,8.5,"BAT5"
"15687",1,8.6,"BAT5"
"15688",1.0303,8.7,"BAT5"
"15689",1.06061,8.8,"BAT5"
"15690",1.06061,8.9,"BAT5"
"15691",1.09091,9,"BAT5"
"15692",1.12121,9.1,"BAT5"
"15693",1.15152,9.2,"BAT5"
"15694",1.15152,9.3,"BAT5"
"15695",1.18182,9.4,"BAT5"
"15696",1.21212,9.5,"BAT5"
"15697",1.21212,9.6,"BAT5"
"15698",1.24242,9.7,"BAT5"
"15699",1.27273,9.8,"BAT5"
"15700",1.30303,9.9,"BAT5"
"15701",1.30303,10,"BAT5"
"15702",1.33333,10.1,"BAT5"
"15703",1.36364,10.2,"BAT5"
"15704",1.39394,10.3,"BAT5"
"15705",1.39394,10.4,"BAT5"
"15706",1.42424,10.5,"BAT5"
"15707",1.42424,10.6,"BAT5"
"15708",1.45455,10.7,"BAT5"
"15709",1.48485,10.8,"BAT5"
"15710",1.48485,10.9,"BAT5"
"15711",1.51515,11,"BAT5"
"15712",1.54545,11.1,"BAT5"
"15713",1.54545,11.2,"BAT5"
"15714",1.57576,11.3,"BAT5"
"15715",1.57576,11.4,"BAT5"
"15716",1.60606,11.5,"BAT5"
"15717",1.63636,11.6,"BAT5"
"15718",1.63636,11.7,"BAT5"
"15719",1.66667,11.8,"BAT5"
"15720",1.66667,11.9,"BAT5"
"15721",1.69697,12,"BAT5"
"15722",1.72727,12.1,"BAT5"
"15723",1.72727,12.2,"BAT5"
"15724",1.75758,12.3,"BAT5"
"15725",1.78788,12.4,"BAT5"
"15726",1.78788,12.5,"BAT5"
"15727",1.81818,12.6,"BAT5"
"15728",1.84848,12.7,"BAT5"
"15729",1.87879,12.8,"BAT5"
"15730",1.87879,12.9,"BAT5"
"15731",1.90909,13,"BAT5"
"15732",1.93939,13.1,"BAT5"
"15733",1.9697,13.2,"BAT5"
"15734",2,13.3,"BAT5"
"15735",2,13.4,"BAT5"
"15736",2.0303,13.5,"BAT5"
"15737",2.06061,13.6,"BAT5"
"15738",2.09091,13.7,"BAT5"
"15739",2.09091,13.8,"BAT5"
"15740",2.12121,13.9,"BAT5"
"15741",2.15152,14,"BAT5"
"15742",2.18182,14.1,"BAT5"
"15743",2.21212,14.2,"BAT5"
"15744",2.21212,14.3,"BAT5"
"15745",2.24242,14.4,"BAT5"
"15746",2.27273,14.5,"BAT5"
"15747",2.30303,14.6,"BAT5"
"15748",2.30303,14.7,"BAT5"
"15749",2.33333,14.8,"BAT5"
"15750",2.36364,14.9,"BAT5"
"15751",2.39394,15,"BAT5"
"15752",2.42424,15.1,"BAT5"
"15753",2.42424,15.2,"BAT5"
"15754",2.45455,15.3,"BAT5"
"15755",2.48485,15.4,"BAT5"
"15756",2.51515,15.5,"BAT5"
"15757",2.51515,15.6,"BAT5"
"15758",2.54545,15.7,"BAT5"
"15759",2.57576,15.8,"BAT5"
"15760",2.60606,15.9,"BAT5"
"15761",2.60606,16,"BAT5"
"15762",2.63636,16.1,"BAT5"
"15763",2.66667,16.2,"BAT5"
"15764",2.66667,16.3,"BAT5"
"15765",2.69697,16.4,"BAT5"
"15766",2.72727,16.5,"BAT5"
"15767",2.75758,16.6,"BAT5"
"15768",2.75758,16.7,"BAT5"
"15769",2.78788,16.8,"BAT5"
"15770",2.81818,16.9,"BAT5"
"15771",2.81818,17,"BAT5"
"15772",2.84848,17.1,"BAT5"
"15773",2.87879,17.2,"BAT5"
"15774",2.87879,17.3,"BAT5"
"15775",2.90909,17.4,"BAT5"
"15776",2.93939,17.5,"BAT5"
"15777",2.93939,17.6,"BAT5"
"15778",2.9697,17.7,"BAT5"
"15779",3,17.8,"BAT5"
"15780",3,17.9,"BAT5"
"15781",3.0303,18,"BAT5"
"15782",3.06061,18.1,"BAT5"
"15783",3.06061,18.2,"BAT5"
"15784",3.09091,18.3,"BAT5"
"15785",3.12121,18.4,"BAT5"
"15786",3.12121,18.5,"BAT5"
"15787",3.15152,18.6,"BAT5"
"15788",3.18182,18.7,"BAT5"
"15789",3.18182,18.8,"BAT5"
"15790",3.21212,18.9,"BAT5"
"15791",3.24242,19,"BAT5"
"15792",3.24242,19.1,"BAT5"
"15793",3.27273,19.2,"BAT5"
"15794",3.30303,19.3,"BAT5"
"15795",3.30303,19.4,"BAT5"
"15796",3.33333,19.5,"BAT5"
"15797",3.36364,19.6,"BAT5"
"15798",3.36364,19.7,"BAT5"
"15799",3.39394,19.8,"BAT5"
"15800",3.39394,19.9,"BAT5"
"15801",3.42424,20,"BAT5"
"15802",3.45455,20.1,"BAT5"
"15803",3.45455,20.2,"BAT5"
"15804",3.48485,20.3,"BAT5"
"15805",3.51515,20.4,"BAT5"
"15806",3.51515,20.5,"BAT5"
"15807",3.54545,20.6,"BAT5"
"15808",3.54545,20.7,"BAT5"
"15809",3.57576,20.8,"BAT5"
"15810",3.60606,20.9,"BAT5"
"15811",3.60606,21,"BAT5"
"15812",3.63636,21.1,"BAT5"
"15813",3.63636,21.2,"BAT5"
"15814",3.66667,21.3,"BAT5"
"15815",3.69697,21.4,"BAT5"
"15816",3.69697,21.5,"BAT5"
"15817",3.72727,21.6,"BAT5"
"15818",3.75758,21.7,"BAT5"
"15819",3.75758,21.8,"BAT5"
"15820",3.78788,21.9,"BAT5"
"15821",3.81818,22,"BAT5"
"15822",3.81818,22.1,"BAT5"
"15823",3.84848,22.2,"BAT5"
"15824",3.84848,22.3,"BAT5"
"15825",3.84848,22.4,"BAT5"
"15826",3.87879,22.5,"BAT5"
"15827",3.90909,22.6,"BAT5"
"15828",3.90909,22.7,"BAT5"
"15829",3.93939,22.8,"BAT5"
"15830",3.93939,22.9,"BAT5"
"15831",3.9697,23,"BAT5"
"15832",4,23.1,"BAT5"
"15833",4,23.2,"BAT5"
"15834",4.0303,23.3,"BAT5"
"15835",4.0303,23.4,"BAT5"
"15836",4.06061,23.5,"BAT5"
"15837",4.09091,23.6,"BAT5"
"15838",4.09091,23.7,"BAT5"
"15839",4.12121,23.8,"BAT5"
"15840",4.15152,23.9,"BAT5"
"15841",4.15152,24,"BAT5"
"15842",4.18182,24.1,"BAT5"
"15843",4.21212,24.2,"BAT5"
"15844",4.21212,24.3,"BAT5"
"15845",4.24242,24.4,"BAT5"
"15846",4.24242,24.5,"BAT5"
"15847",4.27273,24.6,"BAT5"
"15848",4.27273,24.7,"BAT5"
"15849",4.30303,24.8,"BAT5"
"15850",4.33333,24.9,"BAT5"
"15851",4.33333,25,"BAT5"
"15852",4.36364,25.1,"BAT5"
"15853",4.36364,25.2,"BAT5"
"15854",4.39394,25.3,"BAT5"
"15855",4.42424,25.4,"BAT5"
"15856",4.42424,25.5,"BAT5"
"15857",4.45455,25.6,"BAT5"
"15858",4.48485,25.7,"BAT5"
"15859",4.48485,25.8,"BAT5"
"15860",4.51515,25.9,"BAT5"
"15861",4.51515,26,"BAT5"
"15862",4.54545,26.1,"BAT5"
"15863",4.54545,26.2,"BAT5"
"15864",4.57576,26.3,"BAT5"
"15865",4.60606,26.4,"BAT5"
"15866",4.60606,26.5,"BAT5"
"15867",4.63636,26.6,"BAT5"
"15868",4.63636,26.7,"BAT5"
"15869",4.66667,26.8,"BAT5"
"15870",4.69697,26.9,"BAT5"
"15871",4.69697,27,"BAT5"
"15872",4.72727,27.1,"BAT5"
"15873",4.72727,27.2,"BAT5"
"15874",4.75758,27.3,"BAT5"
"15875",4.78788,27.4,"BAT5"
"15876",4.78788,27.5,"BAT5"
"15877",4.81818,27.6,"BAT5"
"15878",4.81818,27.7,"BAT5"
"15879",4.84848,27.8,"BAT5"
"15880",4.84848,27.9,"BAT5"
"15881",4.87879,28,"BAT5"
"15882",4.90909,28.1,"BAT5"
"15883",4.90909,28.2,"BAT5"
"15884",4.93939,28.3,"BAT5"
"15885",4.9697,28.4,"BAT5"
"15886",4.9697,28.5,"BAT5"
"15887",5,28.6,"BAT5"
"15888",5.0303,28.7,"BAT5"
"15889",5.0303,28.8,"BAT5"
"15890",5.06061,28.9,"BAT5"
"15891",5.06061,29,"BAT5"
"15892",5.09091,29.1,"BAT5"
"15893",5.12121,29.2,"BAT5"
"15894",5.12121,29.3,"BAT5"
"15895",5.15152,29.4,"BAT5"
"15896",5.15152,29.5,"BAT5"
"15897",5.18182,29.6,"BAT5"
"15898",5.21212,29.7,"BAT5"
"15899",5.21212,29.8,"BAT5"
"15900",5.24242,29.9,"BAT5"
"15901",5.24242,30,"BAT5"
"15902",5.27273,30.1,"BAT5"
"15903",5.30303,30.2,"BAT5"
"15904",5.30303,30.3,"BAT5"
"15905",5.33333,30.4,"BAT5"
"15906",5.33333,30.5,"BAT5"
"15907",5.36364,30.6,"BAT5"
"15908",5.36364,30.7,"BAT5"
"15909",5.39394,30.8,"BAT5"
"15910",5.42424,30.9,"BAT5"
"15911",5.42424,31,"BAT5"
"15912",5.45455,31.1,"BAT5"
"15913",5.45455,31.2,"BAT5"
"15914",5.48485,31.3,"BAT5"
"15915",5.51515,31.4,"BAT5"
"15916",5.51515,31.5,"BAT5"
"15917",5.54545,31.6,"BAT5"
"15918",5.54545,31.7,"BAT5"
"15919",5.57576,31.8,"BAT5"
"15920",5.60606,31.9,"BAT5"
"15921",5.60606,32,"BAT5"
"15922",5.60606,32.1,"BAT5"
"15923",5.63636,32.2,"BAT5"
"15924",5.63636,32.3,"BAT5"
"15925",5.66667,32.4,"BAT5"
"15926",5.66667,32.5,"BAT5"
"15927",5.69697,32.6,"BAT5"
"15928",5.72727,32.7,"BAT5"
"15929",5.72727,32.8,"BAT5"
"15930",5.75758,32.9,"BAT5"
"15931",5.78788,33,"BAT5"
"15932",5.78788,33.1,"BAT5"
"15933",5.81818,33.2,"BAT5"
"15934",5.81818,33.3,"BAT5"
"15935",5.84848,33.4,"BAT5"
"15936",5.87879,33.5,"BAT5"
"15937",5.87879,33.6,"BAT5"
"15938",5.90909,33.7,"BAT5"
"15939",5.90909,33.8,"BAT5"
"15940",5.93939,33.9,"BAT5"
"15941",5.9697,34,"BAT5"
"15942",5.9697,34.1,"BAT5"
"15943",6,34.2,"BAT5"
"15944",6.0303,34.3,"BAT5"
"15945",6.0303,34.4,"BAT5"
"15946",6.06061,34.5,"BAT5"
"15947",6.09091,34.6,"BAT5"
"15948",6.09091,34.7,"BAT5"
"15949",6.12121,34.8,"BAT5"
"15950",6.12121,34.9,"BAT5"
"15951",6.15152,35,"BAT5"
"15952",6.18182,35.1,"BAT5"
"15953",6.18182,35.2,"BAT5"
"15954",6.21212,35.3,"BAT5"
"15955",6.21212,35.4,"BAT5"
"15956",6.24242,35.5,"BAT5"
"15957",6.27273,35.6,"BAT5"
"15958",6.27273,35.7,"BAT5"
"15959",6.30303,35.8,"BAT5"
"15960",6.33333,35.9,"BAT5"
"15961",6.33333,36,"BAT5"
"15962",6.36364,36.1,"BAT5"
"15963",6.39394,36.2,"BAT5"
"15964",6.39394,36.3,"BAT5"
"15965",6.42424,36.4,"BAT5"
"15966",6.45455,36.5,"BAT5"
"15967",6.45455,36.6,"BAT5"
"15968",6.48485,36.7,"BAT5"
"15969",6.51515,36.8,"BAT5"
"15970",6.51515,36.9,"BAT5"
"15971",6.54545,37,"BAT5"
"15972",6.57576,37.1,"BAT5"
"15973",6.57576,37.2,"BAT5"
"15974",6.60606,37.3,"BAT5"
"15975",6.60606,37.4,"BAT5"
"15976",6.63636,37.5,"BAT5"
"15977",6.66667,37.6,"BAT5"
"15978",6.69697,37.7,"BAT5"
"15979",6.69697,37.8,"BAT5"
"15980",6.72727,37.9,"BAT5"
"15981",6.72727,38,"BAT5"
"15982",6.75758,38.1,"BAT5"
"15983",6.78788,38.2,"BAT5"
"15984",6.81818,38.3,"BAT5"
"15985",6.81818,38.4,"BAT5"
"15986",6.84848,38.5,"BAT5"
